county,year,Anteil_Bruttowertschöpfung_Primärer_Sektor_inkar,Anteil_Bruttowertschöpfung_Sekundärer_Sektor_inkar,Anteil_Bruttowertschöpfung_Tertiärer_Sektor_inkar,Ausgaben_für_Sachinvestitionen_inkar,Auslandsumsatz_im_Bergbau_u._Verarb._Gewerbe_inkar,Ausländeranteil_inkar,Beschäftigte_Pimärer_Sektor_inkar,Beschäftigte_Sekundärer_Sektor_inkar,Beschäftigte_Tertiärer_Sektor_inkar,Beschäftigte_am_AO_mit_Berufsabschluss_inkar,Beschäftigte_am_AO_mit_akademischem_Berufsabschluss_inkar,Beschäftigte_am_AO_ohne_Berufsabschluss_inkar,Beschäftigte_am_WO_mit_Berufsabschluss_inkar,Beschäftigte_am_WO_mit_akademischen_Abschluss_inkar,Beschäftigte_am_WO_ohne_Berufsabschluss_inkar,Beschäftigte_im_Handwerk_inkar,Beschäftigte_in_IT-_und_naturwissenschaftlichen_Dienstleistungsberufen_inkar,Beschäftigte_in_Kreativbranchen_inkar,Beschäftigte_in_unternehmensbezogenen_Dienstleistungen_inkar,Beschäftigte_in_wissensintensiven_Industrien_inkar,Beschäftigte_mit_Anforderungsniveau_Experte_inkar,Beschäftigte_mit_Anforderungsniveau_Fachkraft_inkar,Beschäftigte_mit_Anforderungsniveau_Helfer_inkar,Beschäftigte_mit_Anforderungsniveau_Spezialist_inkar,Bruttoinlandsprodukt_in_1000_Euro_inkar,Bruttoinlandsprodukt_je_Einwohner_inkar,Bruttoinlandsprodukt_je_Erwerbstätigen_inkar,Bruttoverdienst_inkar,Bruttoverdienst_im_Produzierenden_Gewerbe_inkar,Bruttowertschöpfung_je_Erwerbstätigen_inkar,Bruttowertschöpfung_je_Erwerbstätigen_Primärer_Sektor_inkar,Bruttowertschöpfung_je_Erwerbstätigen_Sekundärer_Sektor_inkar,Bruttowertschöpfung_je_Erwerbstätigen_Tertiärer_Sektor_inkar,Gewerbesteuer_inkar,Industriequote_inkar,Investitionen_im_Bergbau_und_Verarb._Gewerbe_inkar,Medianeinkommen_inkar,Mietpreise_inkar,Offene_Stellen_mit_Anforderungsniveau_Experte_inkar,Offene_Stellen_mit_Anforderungsniveau_Fachkraft_inkar,Offene_Stellen_mit_Anforderungsniveau_Helfer_inkar,Offene_Stellen_mit_Anforderungsniveau_Spezialist_inkar,Pendlersaldo_inkar,Personal_der_Kommunen_inkar,Schulabgänger_mit_Hauptschulabschluss_inkar,Schulabgänger_mit_allgemeiner_Hochschulreife_inkar,Schulabgänger_mit_mittlerem_Abschluss_inkar,Schulabgänger_ohne_Abschluss_inkar,Schuldnerquote_inkar,Schutzsuchende_an_Bevölkerung_inkar,Schutzsuchende_an_ausländischer_Bevölkerung_inkar,Schüler_inkar,Steuerkraft_inkar,Studierende_je_100_Einwohner_18_bis_25_Jahre_inkar,Umsatz_Bauhauptgewerbe_inkar,Umsatz_im_Bergbau_u._Verarb._Gewerbe_inkar,Umsatz_im_Handwerk_inkar,Umsatzsteuer_inkar,Unternehmensinsolvenzen_inkar
9563,1996,,,,,,15.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.03,,,,,,,,,,,40.92,16,,13.67,,,,11.4,462.65,0,71.67,,,,
9563,1997,,,,,,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.05,,,,,,,,,2.02,,41.47,17.24,,10.49,,,,11.58,471.24,0,58.44,,,,
9563,1998,,,,,,14.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.33,,,,,,,,,4.6,,41.45,16.22,,11.97,,,,11.99,570.2,0,70.36,,,44.51,
9563,1999,,,,,,14.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.07,,,,,,,,,2.9,,39.67,17.45,,11.58,,,,12.02,562.72,0,61.85,,,46.46,
9563,2000,0.23,28.75,71.02,,,15.04,,,,,,,,,,,,,,,,,,,3080594,27.88,55.12,2259.53,2815.94,49.7,17.16,56.13,47.78,315.58,,,,,,,,,3.01,,38.06,18.79,,14.97,,,,12.08,591.8,0,79.88,,,45.19,
9563,2001,0.25,25.57,74.17,,,15.14,,,,,,,,,,,,,,,,,,,3145242,28.27,55.61,2326.5,2929.46,50.23,19.06,51.5,50.09,350.79,,,,,,,,,2.93,,40.82,17.1,,13.37,,,,12.02,589.64,0,100.62,,,44.31,
9563,2002,0.22,24.35,75.44,,,15.09,,,,,,,,,,,,,,,,,,,3360706,30.06,60.76,2376.74,3014.76,54.93,18.26,52.72,56.01,347.33,,,,,,,,,4.23,,34.63,19.53,,12.06,,,,12.03,571.82,0,81.77,,,43.9,
9563,2003,0.2,25.25,74.55,,,14.96,,,,,,,,,,,,,,,,,,,3318974,29.66,59.2,2376.5,2996.02,53.44,17.03,55.45,53.1,359.36,,,,,,,,,3.87,,35.24,17.62,,12.05,,,,12.06,552.91,0,101.56,,,43.51,
9563,2004,0.23,27.32,72.45,,,14.55,,,,,,,,,,,,,,,,,,,3353080,29.8,59.89,2409.16,3084.75,54.26,20.83,62.08,52.04,364.49,,,,,,,,,3.26,,32.16,16.33,,14.24,12.06,,,11.99,564.65,0,118.37,,,43.4,
9563,2005,0.18,23.99,75.83,,,14.23,,,,,,,,,,,,,,,,,,,3321707,29.29,60.39,2384.11,3055.68,54.62,16.88,58.88,53.67,326.19,,,,,,,,,-0.5,,29.77,20.6,,13.83,12.68,,,11.9,554.84,0,83.45,,,43.77,
9563,2006,0.2,22.54,77.26,,,13.84,,,,,,,,,,,,,,,,,,,3498350,30.79,65.86,2391.37,3048.77,59.56,20.59,59.16,59.97,431.91,,,,,,,,,-6,188.42,31.35,20.74,,11.29,12.93,,,11.64,626.82,0,85.79,,,45.48,
9563,2007,0.22,24.56,75.22,,,13.65,,,,,,,,,,,,,,,,,,,3576702,31.34,65.67,2449.27,3100.01,59.06,22.95,61.96,58.43,340.12,,,,,,,,,-8.2,175.41,31.33,23.09,,13.07,12.68,0.62,4.56,11.45,650.94,0,117.61,,,50.14,9.14
9563,2008,0.25,25.08,74.67,,,13.21,0.38,31.64,67.97,,,,,,,,,2.53,,,,,,,3476845,30.48,62.49,2539.93,3121.48,56.19,26,58.02,55.81,389.34,16.54,,,,6.87,66.31,14.59,10.09,-7.31,170.16,26.1,23.86,,10.38,11.72,0.64,4.88,11.37,720.33,0,101.36,,,51.69,5.78
9563,2009,0.19,25.62,74.18,268.16,74.98,12.65,0.38,31.43,68.18,,,,,,,,,2.52,9.6,13.78,,,,,3393704,29.76,62.03,2550.55,3154.21,55.62,19.97,59.43,54.67,300.06,16.38,5.13,,,10.85,64.81,13.78,10.26,-7.35,180.19,29.16,23.23,,9.04,10.34,0.62,4.92,11.21,662.59,0,142.88,162.67,,51.67,11.79
9563,2010,0.2,26.72,73.07,290.89,93.22,12.62,0.41,32.71,66.88,,,,,,,10.85,,2.29,9.74,14.98,,,,,3314801,28.92,61.88,2610.68,3263.22,55.64,20.89,62.6,53.71,368.51,16.18,4.3,,4,6.96,65.66,15.78,10.44,-13.62,186.17,27.32,25.04,,9.45,10.71,0.62,4.87,10.94,669.21,0,151.26,182.45,87.68,52.13,8.79
9563,2011,0.23,27.03,72.74,212.17,86.69,13.55,0.39,30.86,68.75,,,,,,,10.9,,2.3,11.16,13.19,,,,,3470291,29.75,63.05,2693.66,3396.31,56.6,26.68,64.55,54.31,417.49,15.4,7.1,,4,7.3,66.55,11.88,12.73,-15.23,183.13,20.02,40.61,,6.37,10.61,0.63,4.65,10.46,701.05,0,104.96,187,88.91,54.33,6.31
9563,2012,0.17,28.73,71.1,121.15,79.98,14.17,0.35,30.86,68.79,60.08,11.12,14.34,54.1,13.84,14.89,9.96,,2.46,11.18,13.65,,,,,3585642,30.29,63.94,2761.19,3477.16,57.43,22.14,68.02,54.23,449.18,15.61,5.68,,5,10,65.93,12.2,11.86,-15.51,159.43,24.54,26.13,,7.76,10.93,0.68,4.8,10.26,738.85,0.19,129.01,170.25,95.28,52.61,7.79
9563,2013,0.2,27.64,72.16,182.92,81.32,14.75,0.36,30.63,69.01,63.64,11.97,13.41,56.96,14.75,14.21,9.85,4.97,2.59,11.62,9.46,11.51,58.12,14.54,14.84,3687754,30.78,65.49,2808.57,3523.32,58.89,26.52,68.86,55.97,425.61,15.23,6.3,,5,9.63,66.13,13.48,10.91,-18.5,181.96,20.95,28.89,,7.86,10.79,0.71,4.78,9.99,755.07,0.4,138.84,170.46,100.49,52.23,4.49
9563,2014,0.2,27.11,72.69,113.28,81.6,15.66,0.34,29.28,70.39,63.65,12.55,13.6,57.51,15.24,14.06,9.6,5.23,3.04,12.3,9.14,11.42,57.89,15.19,14.87,3911770,32.19,67.29,2893.24,3671.7,60.58,29.43,70.48,57.72,489.01,14.91,5.44,3086,5,12.97,63.12,9.62,14.29,-17.48,179.81,20.62,27.49,,6.34,10.88,0.79,5.07,9.8,808.01,0.81,126.47,173.83,100.22,52.81,6.93
9563,2015,0.15,26.14,73.71,149.7,82.41,17.04,0.36,28.56,71.07,63.09,12.99,14.16,57.36,15.86,14.69,9.2,5.86,3.04,13.14,8.84,12.28,57.13,16.31,14.26,4120924,33.19,68.36,2981.94,3789.94,61.49,22.87,70.14,59.11,483.25,15.15,6,3102,5,10.77,69.56,9.41,10.36,-14.39,173.15,21.53,29.05,,5.96,11.26,1.14,6.67,9.54,867.84,1.03,150.27,175.39,99.04,57.44,6.79
9563,2016,0.17,26.63,73.19,165.2,81.46,18.08,0.34,27.87,71.79,63.02,13.56,14.13,57.47,16.6,14.68,9.07,5.77,3.15,13.18,8.59,12.33,57.48,16.07,14.1,4278133,34.12,69.24,3054.46,3858.06,62.34,25.8,73.03,59.38,435.24,15.03,5.45,3174,6,13.02,65.06,10.97,10.89,-16.39,178.23,21.92,31.07,40.54,6.47,11.71,1.76,9.73,9.49,841.92,1.11,122.55,181.36,107.66,57.95,4.63
9563,2017,0.22,27.83,71.96,281.31,82.48,18.72,0.36,27.24,72.41,62.63,14.51,14.34,57.3,17.49,14.51,9.06,6.13,3.66,14.22,8.46,12.88,56.94,15.92,14.25,4564989,36.08,72.2,3142.25,3972.81,65.06,33.85,81.01,60.61,550.26,15.04,5.76,3221,6,13.62,62.04,10.21,14.13,-15.38,180.6,19.46,26.64,43.18,10.72,11.91,1.77,9.46,9.25,960.18,1.45,110.49,181.4,109.45,72.36,7.45
9563,2018,0.16,28.62,71.22,218.54,87.46,19.28,0.41,27.06,72.53,62.18,14.92,14.54,56.92,18.05,14.6,9.16,6.27,3.83,14.49,7.83,12.98,56.42,16.34,14.24,4804623,37.61,75.12,3199.85,3984.1,67.7,24.57,86.52,62.49,626.2,15.06,9.63,3320.44,7,13.84,59.49,13.08,13.67,-16.42,184.35,19.89,29.18,41.08,9.86,11.83,1.9,9.86,9.11,1028.8,1.91,76.03,186.59,108.06,87.83,6.47
9563,2019,0.2,28.01,71.8,240.24,88.29,19.63,0.42,27.28,72.3,61.61,15.81,14.52,56.47,18.63,14.8,,6.51,3.65,14.7,7.79,13.75,55.64,16.51,14.09,4914189,38.24,76.03,3300.46,4086.33,68.53,30.8,87.5,63.38,510.98,15.24,,3419.36,7,14.33,59.7,13.25,12.73,-17.54,186.39,20.02,27.17,44.72,8.09,11.54,1.83,9.32,9.09,1029.83,2.94,110.43,181.85,,96.37,7.11
9563,2020,0.15,28.78,71.07,409.23,87.5,19.73,0.43,26.86,72.71,61.41,16.24,14.43,56.1,19.44,14.76,,6.64,3.46,14.41,7.67,13.77,56.02,15.94,14.27,4860942,37.91,75.94,3278.71,3985.03,68.78,24.61,90.42,62.93,396.29,15.41,,3402.2,7,10.08,61.88,15.66,12.49,-15.11,,22.92,26.79,44.25,6.04,,2.01,10.2,9.18,,3.75,,184.74,,105.54,4.87
9563,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,
9564,1995,,,,,,16.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.85,,,,,,,,,,,43.14,19.84,,11.69,,,,9.47,608.19,40.43,89.77,,,,
9564,1996,,,,,,17.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.2,,,,,,,,,,,42.37,20.06,,11.53,,,,9.6,617.95,40.01,103.17,,,,
9564,1997,,,,,,17.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.18,,,,,,,,,35.03,,41.56,20.38,,12.15,,,,9.83,605.55,39.25,103.24,,,,
9564,1998,,,,,,17.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.71,,,,,,,,,35.08,,38.26,19.25,,14.33,,,,9.86,680.43,37.97,124.38,,,68.14,
9564,1999,,,,,,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.66,,,,,,,,,34.95,,37.93,20.1,,13.65,,,,9.93,731.71,37.07,114.5,,,71.62,
9564,2000,0.12,26.14,73.74,,,18.09,,,,,,,,,,,,,,,,,,,19007687,38.92,53.61,2369.33,2986.02,48.34,18.74,53.06,46.98,605.85,,,,,,,,,35.37,,36.33,20.52,,13.9,,,,9.98,739.67,36.13,121.23,,,71.48,
9564,2001,0.13,24.36,75.52,,,18.18,,,,,,,,,,,,,,,,,,,19266605,39.22,54.55,2448.4,3117.06,49.28,20.75,50.9,48.89,429.01,,,,,,,,,35.26,,33.43,18.52,,16.18,,,,10.02,655.22,36.83,121.16,,,70.16,
9564,2002,0.13,24.3,75.57,,,18,,,,,,,,,,,,,,,,,,,19941158,40.42,58.44,2469.74,3140.61,52.83,21.61,55.1,52.27,461.38,,,,,,,,,35.67,,38.38,20.37,,15.09,,,,10.07,649.76,22.37,120.05,,,69.52,
9564,2003,0.14,23.5,76.36,,,18.03,,,,,,,,,,,,,,,,,,,19287271,39.08,55.46,2475.81,3110.77,50.07,22.18,53.13,49.31,411.97,,,,,,,,,35.66,,33.88,20,,14.06,,,,10.18,603.93,23.65,132.8,,,68.93,
9564,2004,0.13,24.91,74.97,,,17.96,,,,,,,,,,,,,,,,,,,21041232,42.48,60.31,2509.55,3245.72,54.63,23.48,63.6,52.3,515.36,,,,,,,,,36.12,,34.24,20.31,,13.88,10.35,,,10.14,652.35,23.72,137.01,,,68.9,
9564,2005,0.12,23.39,76.49,,,17.76,,,,,,,,,,,,,,,,,,,20375759,40.81,58.63,2521.76,3338.2,53.03,21.05,58.49,51.68,570.73,,,,,,,,,36.83,,31.95,22.06,,12.13,11.13,,,10.24,676.63,23.34,140.78,,,69.4,
9564,2006,0.13,22.68,77.19,,,17.37,,,,,,,,,,,,,,,,,,,21162541,42.25,59.79,2538.08,3368.23,54.07,24.89,59.22,52.83,835.46,,,,,,,,,37.47,175.54,31.76,21.39,,12.3,11.19,,,10.21,798.72,22.99,132.34,,,72.25,
9564,2007,0.14,22.81,77.05,,,17.16,,,,,,,,,,,,,,,,,,,22174162,44.07,61.63,2588.2,3467.74,55.43,26.77,61.99,53.84,632.06,,,,,,,,,36.99,176.18,31.63,23.6,,11.06,11.17,0.87,5.06,10.09,777.7,22.15,100.95,,,79.9,7.57
9564,2008,0.14,25.03,74.83,,,16.77,0.29,24.02,75.69,,,,,,,,,4.24,,,,,,,22665855,45,62.27,2708.55,3531.71,55.99,27.83,68.9,52.78,779.99,19.04,,,,9.9,62.4,16.45,10.89,36.11,178.6,29.9,24.36,,11.12,10.24,1.12,6.67,10.01,889.5,22.88,131.05,,,82.3,6.52
9564,2009,0.11,22.2,77.69,220.23,64.7,16.42,0.33,23.52,76.15,,,,,,,,,4.05,14.38,12.42,,,,,22114781,43.91,61.66,2702.86,3476.86,55.29,20.5,65.34,53.08,592.11,18.42,6.43,,,12.9,63.58,11.63,11.14,35.44,181.19,27.84,27.76,,9.73,9.4,1.24,7.57,10,792.57,24.08,137.67,151.46,,81.11,8.19
9564,2010,0.11,22.79,77.1,258.53,80.44,16.49,0.33,22.81,76.86,,,,,,,8.8,,4.16,14.35,11.96,,,,,23015805,45.52,63.93,2768.91,3592.07,57.48,22.54,71.4,54.47,665.18,17.79,5.42,,4,8.79,66.43,13.75,10.18,34.57,178.64,27.89,27.15,,9.44,9.87,1.36,8.24,9.92,796.13,25.2,112.91,174.53,63.47,81.92,8.11
9564,2011,0.14,23.35,76.51,255.26,95.69,16.71,0.33,22.3,77.37,,,,,,,8.79,,4.13,14.44,11.88,,,,,24110786,49.2,66.27,2859.51,3744.01,59.49,28.69,76.11,55.88,690.76,18.49,6.43,,5,7.46,66.5,15.67,10.07,33.38,187.09,21.92,42.18,,6.61,9.81,1.5,8.99,9.9,848.64,27.99,118.04,202.04,69.38,89.74,7.2
9564,2012,0.11,23.91,75.98,210.78,97.93,17.31,0.36,22.48,76.96,54.44,15.2,13.36,49.71,16.44,14.75,8.81,,4.15,14.72,12.53,,,,,25030696,50.55,67.91,2944.64,3939.39,61,23.73,79.97,56.88,802.26,18.73,7.77,,5,8.4,68.08,13.51,9.96,32.12,187.53,26.05,28.46,,7.94,10.09,1.6,9.22,9.72,937.07,47.56,105.16,199.68,67.89,89.96,7.67
9564,2013,0.12,22.83,77.04,238.84,99.53,17.81,0.38,21.9,77.73,57.21,15.99,12.48,52.6,17.51,14.28,8.3,5.26,4.37,15.02,12.31,14.7,55.02,13.11,16.05,25849968,51.82,69.01,3002.69,3972.35,62.05,26.14,79.23,58.42,804.78,18.4,5.86,,5,10.15,67.24,13.12,9.49,32.2,193.41,25.31,29.8,,7.51,10.42,1.63,9.14,9.66,953.55,52.61,116.56,206.32,71.18,89.75,7.36
9564,2014,0.12,22.69,77.19,207.73,99.26,18.56,0.35,21.67,77.99,57.89,16.51,12.43,53.11,18.13,14.3,8.35,5.35,4.19,15.77,12.1,14.77,55.03,13.31,16.12,26800828,53.49,70.73,3101.76,4103.85,63.67,26.52,81.32,59.97,784.26,18.46,6.97,3317,5,9.38,69.28,12.81,8.56,31.48,193.68,23.4,29.62,,8.54,10.52,1.89,10.21,9.65,975.32,56.34,137.1,207.23,73.33,91.69,7.4
9564,2015,0.08,21.79,78.14,261.36,97.95,20.36,0.37,21.27,78.36,57.9,17.27,12.78,53.07,18.92,14.53,8.45,5.54,4.23,15.86,11.84,15.14,53.99,14.37,16.22,27441362,53.81,71.77,3184.18,4219.35,64.55,17.42,79.85,61.44,772.23,18.09,7.23,3372,6,9.71,66.59,15.32,8.38,30.87,193.73,22.08,30.54,,7.37,10.8,2.44,12,9.53,1023.42,55.68,140.43,205.2,73.09,100.85,9.7
9564,2016,0.1,23.03,76.87,250.13,100.68,20.93,0.38,20.69,78.93,57.6,17.98,12.97,52.86,19.49,14.69,8.4,5.68,4.32,16.05,11.43,15.4,53.68,14.53,16.1,29175185,57.02,74.94,3261.17,4296.7,67.47,21.88,89.12,63.05,851.62,17.96,7.88,3402,6,13.92,65.21,12.57,8.3,30.99,197.6,22.97,31.26,38.82,6.94,11.58,2.97,14.19,9.65,1079.5,56.23,135.92,203.05,76.78,102.45,7.98
9564,2017,0.12,23.89,75.99,222.62,109.15,21.91,0.38,20.29,79.33,57.36,18.74,13,52.43,20.24,14.84,8.42,5.73,4.44,16.42,11.03,15.64,53.32,14.7,16.05,30794406,59.77,77.81,3351.97,4405.97,70.12,24.59,97.7,64.57,901.88,18.09,8.17,3470,7,11.84,65.13,14.56,8.46,30.92,200.12,21.26,30.09,40.29,8.36,11.93,3.06,13.96,9.6,1145.24,60.42,136.91,215.29,75.55,128.32,7.17
9564,2018,0.1,23.36,76.54,260.43,111.06,22.73,0.42,20.22,79.36,56.83,19.3,13.15,51.71,21.06,15.01,8.5,5.92,4.48,16.59,10.99,15.8,52.71,15.31,15.89,31670326,61.1,79.14,3419.23,4444.54,71.32,19.02,97.42,66.14,911.61,18.26,9.1,3559.21,7,10.51,65.12,14.41,9.94,29.82,201.79,22.45,30.41,37.87,9.27,12.01,3.45,15.18,9.54,1187.71,60.6,140.27,219.97,81.93,150.94,7.11
9564,2019,0.1,23.56,76.34,301.63,111.2,23.31,0.42,20.28,79.3,56.37,20.02,13.25,51.18,21.89,15.17,,6.06,4.59,17.34,10.94,16.2,52.62,15.08,15.79,32787315,63.25,81.45,3523.79,4523.12,73.42,20.39,102.86,67.67,915.35,18.53,11.45,3670.17,7,9.81,65.73,14.26,10.2,28.97,206.61,22.86,28.84,39.33,8.97,11.85,3.49,14.97,9.51,1253.77,61.7,140.13,209.21,,166.63,7.15
9564,2020,0.08,22.02,77.9,445.24,104.26,23.6,0.49,20.2,79.31,56.07,20.74,13.08,50.8,22.69,15.12,,6.22,4.75,17.87,10.17,16.6,52.53,14.54,16.01,31073758,60.27,78.43,3530.48,4406.56,71.04,15.21,92.71,66.88,813.66,18.28,,3691.27,8,11,65.23,14.83,8.96,28.45,,21.71,29.73,41.01,7.55,,3.43,14.53,9.55,,66.53,,200.92,,183.08,5.17
9564,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,
9565,1995,,,,,,9.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.4,,,,,,,,,,,23.84,21.27,,6.69,,,,14.75,502.11,0,100.06,,,,
9565,1996,,,,,,10.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.48,,,,,,,,,,,25.26,23.04,,10.24,,,,15.3,479.16,0,103.99,,,,
9565,1997,,,,,,10.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.91,,,,,,,,,-4.45,,29.64,20.45,,6.41,,,,15.71,476.44,0,109.3,,,,
9565,1998,,,,,,9.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.6,,,,,,,,,-2.05,,27.63,20.68,,8.24,,,,15.88,526.34,0,125.94,,,27.69,
9565,1999,,,,,,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.13,,,,,,,,,-1.69,,28.55,21.77,,7.89,,,,15.92,558.12,0,116.07,,,28.88,
9565,2000,0.15,35.73,64.12,,,9.72,,,,,,,,,,,,,,,,,,,1079363,28.25,52.76,2030.02,2170.57,47.58,10.68,52.22,45.68,264.6,,,,,,,,,-1.89,,23.47,25.12,,7.93,,,,16.1,598.28,0,129.83,,,32.32,
9565,2001,0.15,36.86,62.99,,,9.9,,,,,,,,,,,,,,,,,,,1168091,30.33,56.94,2108.82,2342.53,51.44,12.35,58.6,48.35,280.96,,,,,,,,,-1.62,,27.06,23.48,,6.69,,,,16.26,590.3,0,143.45,,,31.6,
9565,2002,0.09,36.42,63.5,,,10,,,,,,,,,,,,,,,,,,,1211443,31.36,58.02,2127.02,2359.29,52.46,7.71,62.25,48.47,232.13,,,,,,,,,-2.9,,22.04,22.04,,7.83,,,,16.42,554.42,0,118.07,,,31.35,
9565,2003,0.08,39.6,60.31,,,9.88,,,,,,,,,,,,,,,,,,,1213791,31.46,61.59,2130.28,2370.2,55.6,6.98,69.53,49.54,196.21,,,,,,,,,-3.84,,24.96,20.97,,10.49,,,,16.38,517.83,0,111.48,,,31.1,
9565,2004,0.09,38.62,61.29,,,9.63,,,,,,,,,,,,,,,,,,,1168543,30.25,60.68,2169.29,2468.01,54.97,7.7,66.29,50.05,274.61,,,,,,,,,-6.69,,22.84,23.45,,9.53,7.39,,,16.73,553.2,0,131.75,,,31.17,
9565,2005,0.08,38.49,61.43,,,9.63,,,,,,,,,,,,,,,,,,,1192150,30.73,62.22,2183.07,2484.77,56.28,7.45,66.85,51.62,331.21,,,,,,,,,-6.47,,18.14,22.22,,7.45,7.82,,,16.61,581.29,0,151.75,,,31.63,
9565,2006,0.1,38.4,61.49,,,9.64,,,,,,,,,,,,,,,,,,,1233628,31.74,64.11,2206.95,2498.85,57.98,9.64,69.31,53.03,346.97,,,,,,,,,-7.08,114.77,24.03,24.78,,6.87,8.7,,,16.79,631.95,0,143.89,,,33.07,
9565,2007,0.11,38.44,61.45,,,9.33,,,,,,,,,,,,,,,,,,,1280575,33.04,65.63,2280.02,2570.49,59.02,10.53,69.5,54.34,378.32,,,,,,,,,-6.06,120.25,22.29,23.71,,7.57,8.48,0.55,5.95,16.84,714.06,0,102.8,,,37.21,7.05
9565,2008,0.16,30.59,69.25,,,9.33,0.29,39.71,60,,,,,,,,,1.7,,,,,,,1148389,29.62,57.27,2198.95,2567.02,51.49,14.36,47.79,53.66,363.03,20.73,,,,5.74,72.13,13.11,8.2,-3.18,120.71,19.15,26.38,,6.95,7.67,0.54,5.81,16.55,764.36,0,108.01,,,38.46,4.7
9565,2009,0.12,31.59,68.29,269.93,55.34,9.06,0.29,36.33,63.38,,,,,,,,,1.83,6.9,9.52,,,,,1103896,28.49,55.94,2171.67,2471.51,50.16,10.57,50.58,50.3,357.26,18.38,9.6,,,8.51,71.63,10.64,7.09,-7.15,121.55,16.87,26.42,,8.02,7.3,0.52,5.69,16.2,709.48,0,101.75,205.15,,38.86,3.78
9565,2010,0.17,32.37,67.45,443.7,62.45,9.15,0.24,34.84,64.92,,,,,,,17.94,,1.83,6.68,9.63,,,,,1181971,30.4,59.65,2233.82,2575.58,53.64,17.81,57.16,52.36,352.38,17.98,15.13,,3,3.61,69.88,10.84,13.86,-5.09,120.37,15.16,32.77,,7.35,7.53,0.48,5.2,16,681.42,0,108.37,226.64,117.37,39.33,5.74
9565,2011,0.21,32.37,67.42,311.46,67.81,8,0.23,37.07,62.7,,,,,,,16.14,,1.75,6.25,10.21,,,,,1168871,30.27,56.93,2270.75,2605.01,51.1,21.58,51.74,51.02,534.45,20.48,8.66,,3,5.73,70.83,14.06,8.85,-1.94,123.54,11.97,48.56,,4.72,7.58,0.47,5.83,15.38,808.29,0,132.09,221.18,127.14,42.22,5.78
9565,2012,0.16,36.59,63.25,372.48,69.7,8.57,0.22,36.57,63.22,64.19,6.76,17.41,60.8,11.73,13.77,31.45,,1.79,6.05,10.09,,,,,1202951,30.74,58.5,2379.11,2772.98,52.55,17.94,60.6,49.02,491.4,20.69,9.28,,4,5.16,74.18,12.21,8.45,-1.16,128.01,18.64,36.39,,3.55,7.61,0.55,6.41,14.73,799.52,0,80.41,222.51,105.26,43.54,5.17
9565,2013,0.19,34.43,65.38,359.44,75.92,9.05,0.17,35.56,64.27,66.71,7.24,15.48,63.69,12.12,12.46,30.43,1.36,1.78,11.46,9.56,7.91,64.24,15.84,10.34,1216908,30.77,58.92,2448.82,2789.98,52.98,22.9,57.27,51.15,464.52,20.46,5.62,,4,6.29,71.43,12.57,9.71,-1.54,132.25,14.46,37.2,,4.67,7.65,0.66,7.26,14.51,823.27,0,219.64,230.79,119.93,43.32,7.21
9565,2014,0.2,35.21,64.59,412.12,78.5,9.9,0.19,35.96,63.85,68.09,7.64,14.97,64.62,12.38,12.16,30.1,1.53,1.81,12.44,9.53,8.17,64.23,15.52,10.71,1267428,31.73,60.98,2504.27,2847.4,54.89,25.68,60.79,52.31,517.14,20.77,7.18,2833,4,9,68,12,11,-2.74,133.95,12.94,34.74,,7.88,7.57,0.85,8.6,14.04,884.58,0,158.79,244.46,100.8,44.06,7.49
9565,2015,0.09,34.26,65.65,320.39,71.26,11.04,0.2,35,64.79,68.29,8.03,14.55,64.96,12.96,11.91,42.35,1.57,1.85,12.22,9.3,8.26,63.73,15.64,11.05,1306638,32.32,61.1,2552.92,2888,54.96,11.32,58.28,53.63,609.65,20.36,8.53,2886,4,5.58,63.75,15.54,15.54,-2.63,129.86,14.89,39.06,,5.47,7.86,1.17,10.64,13.55,947.34,0,209.48,238.61,117.14,52.64,7.79
